上传手写数字图片,预测数字,10类分数(logits),MNIST化预览(28x28),timestamp
.gradio\flagged\上传手写数字图片\15a86c2b9e47fdee1ca4\test.png,3,"{""label"": ""3"", ""confidences"": [{""label"": ""3"", ""confidence"": 11.105001449584961}, {""label"": ""2"", ""confidence"": 6.27123498916626}, {""label"": ""1"", ""confidence"": 3.361379623413086}, {""label"": ""8"", ""confidence"": 0.8608877658843994}, {""label"": ""5"", ""confidence"": -4.454165458679199}, {""label"": ""7"", ""confidence"": -5.273860931396484}, {""label"": ""9"", ""confidence"": -9.275997161865234}, {""label"": ""4"", ""confidence"": -21.326276779174805}, {""label"": ""6"", ""confidence"": -22.376907348632812}, {""label"": ""0"", ""confidence"": -29.98103141784668}]}",.gradio\flagged\MNIST化预览28x28\ac37ad87bee5e5d1e548\input_preview.png,2026-02-11 22:21:56.974686
